route_short_name,weekday_late,saturday_late,sunday_late,alldays_late
243,0.46325459317585305,0.5915492957746479,,0.4741896758703481
244,0.6042815439506974,0.5504885993485342,,0.5994100294985251
245,0.32502838675866885,0.32853754940711466,0.2391891891891892,0.31868248439737623
246,0.19644592530889904,0.26371308016877637,,0.20059919239286184
248,0.18560526500035002,0.16503543705703683,0.15475364330326158,0.1781597774244833
249,0.2852681241278491,0.19904648390941593,0.2725995316159251,0.27287954926145885
252,0.4333821376281113,0.644,,0.4510395707578806
255,0.3582369419844569,0.411606578115117,0.3575539568345324,0.36434858833412465
257,0.3820445609436435,0.6363636363636364,,0.40535714285714286
26,0.31692529466632746,0.31441356570890244,0.2990534663596828,0.3143883305503923
268,0.48696682464454977,0.6119402985074627,,0.5002646903123346
269,0.37033388635420983,0.27824750192159875,0.1317157712305026,0.35354074865358076
27,0.23789126853377263,0.20949604331528526,0.25659340659340657,0.23580465741702827
271,0.36611177448432486,0.3356643356643356,0.3378971841901317,0.3606254171036324
277,0.505624809972636,0.4641350210970464,,0.5028360748723766
28,0.3358709616025123,0.3853211009174312,0.3686172195303764,0.34544652052376046
29,0.3407996650617542,0.563963963963964,,0.3640285071267817
3,0.2379005732543934,0.2563848742823204,0.2190290178571429,0.23840309381042601
301,0.3463228271251194,0.5855018587360594,,0.36861250649575605
303,0.38861031518624645,0.3940520446096655,,0.3890885331590983
304,0.3582461385151968,0.3795620437956204,,0.35960820895522383
308,0.3251387787470261,0.352112676056338,,0.32657657657657657
309,0.4276583381754794,0.5595854922279793,,0.44096133751306166
31,0.2579140757490107,0.22214532871972315,0.26325411334552107,0.25253639170710185
311,0.4897798742138365,0.6580310880829016,,0.5052356020942408
312,0.3678922128339803,0.5416116248348746,,0.38171308460325803
316,0.2967213114754098,0.5735294117647058,,0.31329810656098633
32,0.2668557496143703,0.2622822978944632,0.2959704880817253,0.2699504878403961
33,0.2692855815106264,0.3008327550312283,0.2045053003533569,0.2666666666666667
330,0.24858002004677582,0.5739130434782609,,0.26061776061776065
331,0.19208173690932306,0.1617063492063492,0.08895265423242471,0.17855493236555597
342,0.47553275453827937,0.6877637130801688,,0.49368459040057744
345,0.14224203051820516,0.14559721011333915,0.08368200836820083,0.13774608039608627
346,0.11888935633151032,0.08213644524236985,0.0943970767356882,0.11113932085052369
347,0.1405957871120529,0.10664335664335667,0.09798406000937643,0.13166025001188264
348,0.17838481381043725,0.17061448678338487,0.14748035136384652,0.17395394899727656
355,0.4345830145371079,0.4402985074626866,,0.4349486751014562
36,0.2911154399932243,0.2598699276357974,0.16983179598480735,0.2751409652889142
37,0.468371467025572,0.606694560669456,,0.4817666126418152
372,0.2729758434456421,0.22768933912204536,0.156004828002414,0.2605324805711523
373,0.3145132617506933,0.3504273504273504,,0.31777332385077905
4,0.20069218936933853,0.2466848319709355,0.18820764793847466,0.20649002679368855
40,0.32265382993266534,0.3192539769610532,0.3758734828981243,0.3284486677200805
41,0.28487276961539776,0.28702260327357754,0.22072561373017596,0.2775723018441465
43,0.3074369189907038,0.32610837438423645,0.20545454545454545,0.3033534909290819
44,0.17764705882352938,0.22946343779677114,0.21317251660116543,0.18866615144393795
